index,dateTime,calories,heart_rate,confidence,steps/min,distance/min,Voltage,Temperature
334,01/14/20 07:22:03,1.28,74,3,0,0,14.44,17.7612
335,01/14/20 07:31:03,1.28,71,2,0,0,14.44,17.7612
336,01/14/20 07:32:03,1.28,116,1,106,845.9845985,14.44,17.7612
337,01/14/20 07:48:03,1.28,87,1,10,79.20792079,14.44,17.7612
338,01/14/20 07:49:03,1.28,88,1,27,215.6215622,12.13,14.9199
339,01/14/20 07:51:03,1.28,88,1,21,167.2167217,12.13,14.9199
340,01/14/20 07:52:03,1.66,82,3,0,0,12.13,14.9199
341,01/14/20 07:57:03,3.32,79,1,0,0,12.13,14.9199
342,01/14/20 07:58:03,NaN,76,2,0,0,12.64,15.5472
343,01/14/20 07:59:03,6.9,78,3,0,0,12.64,15.5472
344,01/14/20 08:00:03,1.28,69,2,55,438.9438944,12.64,15.5472
345,01/14/20 08:08:03,1.28,73,2,15,118.8118812,12.64,15.5472
346,01/14/20 08:09:03,1.28,85,2,0,0,12.9,15.867
347,01/14/20 08:10:03,1.28,95,2,0,0,12.9,15.867
348,01/14/20 08:18:03,1.28,86,1,0,0,12.9,NaN
349,01/14/20 08:19:03,1.28,100,1,7,55.00550055,12.9,15.867
350,01/14/20 08:20:03,1.28,90,1,41,326.7326733,12.64,15.5472
351,01/14/20 08:44:03,1.28,90,1,60,478.5478548,12.64,15.5472
352,01/14/20 08:45:03,1.41,76,1,16,127.6127613,12.64,15.5472
353,01/14/20 08:46:03,1.66,82,1,0,0,12.64,15.5472
354,01/14/20 08:47:03,1.53,84,1,111,885.5885589,12.13,14.9199
355,01/14/20 09:05:03,1.53,95,0,101,806.3806381,12.13,14.9199
356,01/14/20 09:06:03,3.58,110,0,5,39.6039604,12.13,14.9199
357,01/14/20 09:07:03,1.66,92,2,44,350.9350935,12.13,14.9199
358,01/14/20 09:22:03,1.66,103,2,7,55.00550055,12.38,15.2274
359,01/14/20 09:24:03,4.86,97,1,0,0,12.38,15.2274
360,01/14/20 09:51:03,9.2,82,3,0,0,12.38,15.2274
361,01/14/20 10:08:03,8.69,84,2,0,0,12.38,15.2274
362,01/14/20 10:09:03,8.43,79,1,0,0,12.64,15.5472
363,01/14/20 10:26:03,8.18,82,1,0,0,12.64,15.5472
364,01/14/20 10:28:03,8.43,87,3,0,0,12.64,15.5472
365,01/14/20 10:35:03,8.43,89,1,0,0,12.64,15.5472
366,01/14/20 10:37:03,1.53,78,2,0,0,12.38,15.2274
367,01/14/20 10:47:03,1.53,78,1,0,0,12.38,15.2274
368,01/14/20 10:53:03,1.28,76,2,0,0,12.38,15.2274
369,01/14/20 10:55:03,1.41,74,1,0,0,12.38,15.2274
370,01/14/20 10:56:03,1.53,68,1,0,0,13.67,16.8141
371,01/14/20 11:02:03,1.53,71,1,0,0,13.67,16.8141
372,01/14/20 11:04:03,1.41,75,3,0,0,13.67,16.8141
373,01/14/20 11:22:03,1.66,69,1,28,223.3223322,13.67,16.8141
374,01/14/20 11:24:03,1.66,73,2,8,63.80638064,12.9,15.867
375,01/14/20 11:40:03,1.28,85,1,104,830.5830583,12.9,15.867
376,01/14/20 11:41:03,1.79,68,1,0,0,12.9,15.867
377,01/14/20 11:47:03,5.37,72,1,16,127.6127613,12.9,15.867
378,01/14/20 11:48:03,1.53,67,2,0,0,12.9,15.867
379,01/14/20 11:50:03,1.53,69,2,0,0,12.9,15.867
380,01/14/20 12:25:03,7.67,76,2,0,0,12.9,15.867
381,01/14/20 12:27:03,1.66,72,1,12,95.70957096,12.9,15.867
382,01/14/20 13:33:03,8.95,79,2,0,0,13.15,16.1745
383,01/14/20 13:37:03,1.66,66,3,0,0,13.15,16.1745
384,01/14/20 13:40:03,1.53,73,1,0,0,13.15,16.1745
385,01/14/20 13:58:03,1.53,71,3,0,0,13.15,16.1745
386,01/14/20 14:00:03,1.66,77,3,0,0,12.9,15.867
387,01/14/20 14:06:03,1.53,75,3,0,0,12.9,15.867
388,01/14/20 00:36:04,1.66,73,1,39,311.3311331,12.9,15.867
389,01/14/20 00:37:04,1.41,90,2,14,111.1111111,12.9,15.867
390,01/14/20 00:38:04,1.66,64,2,0,0,13.15,16.1745
391,01/14/20 01:00:04,1.66,64,2,0,0,13.15,16.1745
392,01/14/20 01:09:04,1.66,72,2,0,0,13.15,16.1745
393,01/14/20 01:15:04,1.66,72,2,0,0,13.15,16.1745
394,01/14/20 01:24:04,1.66,77,1,0,0,12.9,15.867
395,01/14/20 02:12:04,1.79,82,1,21,167.2167217,12.9,15.867
396,01/14/20 02:14:04,1.66,79,1,8,63.80638064,12.9,15.867
397,01/14/20 02:33:04,1.79,67,0,91,726.0726073,12.9,15.867
398,01/14/20 02:34:04,1.53,86,3,0,0,13.15,16.1745
399,01/14/20 02:35:04,1.66,83,1,0,0,13.15,16.1745
400,01/14/20 02:37:04,1.66,73,1,0,0,13.15,16.1745
401,01/14/20 02:38:04,1.66,76,1,0,0,13.15,16.1745
402,01/14/20 02:40:04,1.66,76,2,0,0,10.84,13.3332
403,01/14/20 02:43:04,1.53,78,1,6,47.30473047,10.84,13.3332
404,01/14/20 02:45:04,1.28,94,1,106,830.5830583,13.15,16.1745
405,01/14/20 02:47:04,1.28,84,1,103,871.2871287,13.15,16.1745
406,01/14/20 02:48:04,1.28,91,1,109,922.9922992,13.15,16.1745
407,01/14/20 02:49:04,1.28,78,1,110,941.6941694,13.15,16.1745
408,01/14/20 02:51:04,1.28,83,1,108,917.4917492,13.92,17.1216
409,01/14/20 02:53:04,1.28,78,1,108,891.0891089,13.92,17.1216
410,01/14/20 02:54:04,1.28,84,2,111,887.7887789,13.92,17.1216
411,01/14/20 02:55:04,1.28,84,2,109,914.1914191,13.92,17.1216
412,01/14/20 02:56:04,1.28,86,1,109,917.4917492,13.41,16.4943
413,01/14/20 03:00:04,1.28,85,1,104,760.1760176,13.41,16.4943
414,01/14/20 03:01:04,1.28,97,1,89,606.1606161,13.41,16.4943
415,01/14/20 03:06:04,1.28,78,2,0,0,13.41,16.4943
416,01/14/20 03:07:04,1.28,74,3,0,0,14.44,17.7612
417,01/14/20 03:08:04,1.28,71,2,0,0,14.44,17.7612
418,01/14/20 03:26:04,1.28,116,1,106,845.9845985,14.44,17.7612
419,01/14/20 03:49:04,1.28,87,1,10,79.20792079,14.44,17.7612
420,01/14/20 03:50:04,1.28,88,1,27,215.6215622,12.13,14.9199
421,01/14/20 03:51:04,1.28,88,1,21,167.2167217,12.13,14.9199
422,01/14/20 04:55:04,1.66,82,3,0,0,12.13,14.9199
423,01/14/20 04:56:04,3.32,79,1,0,0,12.13,14.9199
424,01/14/20 05:24:04,7.41,76,2,0,0,12.64,15.5472
425,01/14/20 05:40:04,6.9,78,3,0,0,12.64,15.5472
426,01/14/20 06:34:04,1.28,69,2,55,438.9438944,12.64,15.5472
427,01/14/20 06:35:04,1.28,73,2,15,118.8118812,12.64,15.5472
428,01/14/20 06:52:04,1.28,85,2,0,0,12.9,15.867
429,01/14/20 06:55:04,1.28,95,2,0,0,12.9,15.867
430,01/14/20 06:56:04,1.28,86,1,0,0,12.9,15.867
431,01/14/20 07:22:04,1.28,100,1,7,55.00550055,12.9,15.867
432,01/14/20 07:31:04,1.28,90,1,41,326.7326733,12.64,15.5472
433,01/14/20 07:32:04,1.28,90,1,60,478.5478548,12.64,15.5472
434,01/14/20 07:48:04,1.41,76,1,16,127.6127613,12.64,15.5472
435,01/14/20 07:49:04,1.66,82,1,0,0,12.64,15.5472
436,01/14/20 07:51:04,1.53,84,1,111,885.5885589,12.13,14.9199
437,01/14/20 07:52:04,1.53,95,0,101,806.3806381,12.13,14.9199
438,01/14/20 07:57:04,3.58,110,0,5,39.6039604,12.13,14.9199
439,01/14/20 07:58:04,1.66,92,2,44,350.9350935,12.13,14.9199
440,01/14/20 07:59:04,1.66,103,2,7,55.00550055,12.38,15.2274
441,01/14/20 08:00:04,4.86,97,1,0,0,12.38,15.2274
442,01/14/20 08:08:04,9.2,82,3,0,0,12.38,15.2274
443,01/14/20 08:09:04,8.69,84,2,0,0,12.38,15.2274
444,01/14/20 08:10:04,8.43,79,1,0,0,12.64,15.5472
445,01/14/20 08:18:04,8.18,82,1,0,0,12.64,15.5472
446,01/14/20 08:19:04,8.43,87,3,0,0,12.64,15.5472
447,01/14/20 08:20:04,8.43,89,1,0,0,12.64,15.5472
448,01/14/20 08:44:04,1.53,78,2,0,0,12.38,15.2274
449,01/14/20 08:45:04,1.53,78,1,0,0,12.38,15.2274
450,01/14/20 08:46:04,1.28,76,2,0,0,12.38,15.2274
451,01/14/20 08:47:04,1.41,74,1,0,0,12.38,15.2274
452,01/14/20 09:05:04,1.53,68,1,0,0,13.67,16.8141
453,01/14/20 09:06:04,1.53,71,1,0,0,13.67,16.8141
454,01/14/20 09:07:04,1.41,75,3,0,0,13.67,16.8141
455,01/14/20 09:22:04,1.66,69,1,28,223.3223322,13.67,16.8141
456,01/14/20 09:24:04,1.66,73,2,8,63.80638064,12.9,15.867
457,01/14/20 09:51:04,1.28,85,1,104,830.5830583,12.9,15.867
458,01/14/20 10:08:04,1.79,68,1,0,0,12.9,15.867
459,01/14/20 10:09:04,5.37,72,1,16,127.6127613,12.9,15.867
460,01/14/20 10:26:04,1.53,67,2,0,0,12.9,15.867
461,01/14/20 10:28:04,1.53,69,2,0,0,12.9,15.867
462,01/14/20 10:35:04,7.67,76,2,0,0,12.9,15.867
463,01/14/20 10:37:04,1.66,72,1,12,95.70957096,12.9,15.867
464,01/14/20 10:47:04,8.95,79,2,0,0,13.15,16.1745
465,01/14/20 10:53:04,1.66,66,3,0,0,13.15,16.1745
466,01/14/20 10:55:04,1.53,73,1,0,0,13.15,16.1745
467,01/14/20 10:56:04,1.53,71,3,0,0,13.15,16.1745
468,01/14/20 11:02:04,1.66,77,3,0,0,12.9,15.867
469,01/14/20 11:04:04,1.53,75,3,0,0,12.9,15.867
470,01/14/20 11:22:04,1.66,73,1,39,311.3311331,12.9,15.867
471,01/14/20 11:24:04,1.41,90,2,14,111.1111111,12.9,15.867
472,01/14/20 11:40:04,1.66,64,2,0,0,13.15,16.1745
473,01/14/20 11:41:04,1.66,64,2,0,0,13.15,16.1745
474,01/14/20 11:47:04,1.66,72,2,0,0,13.15,16.1745
475,01/14/20 11:48:04,1.66,72,2,0,0,13.15,16.1745
476,01/14/20 11:50:04,1.66,77,1,0,0,12.9,15.867
477,01/14/20 12:25:04,1.79,82,1,21,167.2167217,12.9,15.867
478,01/14/20 12:27:04,1.66,79,1,8,63.80638064,12.9,15.867
479,01/14/20 13:33:04,1.79,67,0,91,726.0726073,12.9,15.867
480,01/14/20 13:37:04,1.53,86,3,0,0,13.15,NaN
481,01/14/20 13:40:04,1.66,83,1,0,0,13.15,16.1745
482,01/14/20 13:58:04,1.66,73,1,0,0,13.15,16.1745
483,01/14/20 14:00:04,1.66,76,1,0,0,13.15,16.1745
484,01/14/20 14:06:04,1.66,76,2,0,0,10.84,13.3332
485,01/14/20 00:36:05,1.53,78,1,6,47.30473047,10.84,13.3332
486,01/14/20 00:37:05,1.28,82,1,11,86.90869087,12.9,15.867
487,01/14/20 00:38:05,1.28,91,1,9,71.50715072,12.9,15.867
488,01/14/20 01:00:05,1.28,96,0,17,135.3135314,12.9,15.867
489,01/14/20 01:09:05,1.28,70,0,0,0,12.9,15.867
490,01/14/20 01:15:05,1.28,70,0,0,0,12.38,15.2274
491,01/14/20 01:24:05,1.28,70,0,0,0,12.38,15.2274
492,01/14/20 02:12:05,1.28,70,0,0,0,12.38,15.2274
493,01/14/20 02:14:05,1.28,85,1,0,0,12.38,15.2274
494,01/14/20 02:33:05,1.28,75,1,0,0,12.9,15.867
495,01/14/20 02:34:05,1.28,107,0,76,609.4609461,12.9,15.867
496,01/14/20 02:35:05,1.28,102,0,60,315.7315732,12.9,15.867
497,01/14/20 02:37:05,1.28,87,1,96,713.9713971,12.9,15.867
498,01/14/20 02:38:05,1.28,116,1,109,834.9834983,13.92,17.1216
499,01/14/20 02:40:05,1.28,115,1,111,877.8877888,13.92,17.1216
500,01/14/20 02:43:05,1.28,94,1,111,944.9944994,13.92,17.1216
501,01/14/20 02:45:05,1.28,84,1,106,900.990099,13.92,17.1216
502,01/14/20 02:47:05,1.28,94,1,106,830.5830583,13.15,16.1745
503,01/14/20 02:48:05,1.28,84,1,103,871.2871287,13.15,16.1745
504,01/14/20 02:49:05,1.28,91,1,109,922.9922992,13.15,16.1745
505,01/14/20 02:51:05,1.28,78,1,110,941.6941694,13.15,16.1745
506,01/14/20 02:53:05,1.28,83,1,108,917.4917492,13.92,17.1216
507,01/14/20 00:36:01,1.28,94,1,111,944.9944994,13.92,17.1216
508,01/14/20 00:37:01,1.28,84,1,106,900.990099,13.92,17.1216
509,01/14/20 00:38:01,1.28,94,1,106,830.5830583,13.15,16.1745
510,01/14/20 01:00:01,1.28,84,1,103,871.2871287,13.15,16.1745
511,01/14/20 01:09:01,1.28,91,1,109,922.9922992,13.15,16.1745
512,01/14/20 01:15:01,1.28,78,1,110,941.6941694,13.15,16.1745
513,01/14/20 01:24:01,1.28,83,1,108,917.4917492,13.92,17.1216
514,01/14/20 02:12:01,1.28,78,1,108,891.0891089,13.92,17.1216
515,01/14/20 02:14:01,1.28,84,2,111,887.7887789,13.92,17.1216
516,01/14/20 02:33:01,1.28,84,2,109,914.1914191,13.92,17.1216
517,01/14/20 02:34:01,1.28,86,1,109,917.4917492,13.41,16.4943
518,01/14/20 02:35:01,1.28,85,1,104,760.1760176,13.41,16.4943
519,01/14/20 02:37:01,1.28,97,1,89,606.1606161,13.41,16.4943
520,01/14/20 02:38:01,1.28,NaN,2,0,0,13.41,16.4943
521,01/14/20 02:40:01,1.28,74,3,0,0,14.44,17.7612
522,01/14/20 02:43:01,1.28,71,2,0,0,14.44,17.7612
523,01/14/20 02:45:01,1.28,116,1,106,845.9845985,14.44,17.7612
524,01/14/20 02:47:01,1.28,87,1,10,79.20792079,14.44,17.7612
525,01/14/20 02:48:01,1.28,88,1,27,215.6215622,12.13,14.9199
526,01/14/20 02:49:01,1.28,88,1,21,167.2167217,12.13,14.9199
527,01/14/20 02:51:01,1.66,82,3,0,0,12.13,14.9199
528,01/14/20 02:53:01,3.32,79,1,0,0,12.13,14.9199
529,01/14/20 02:54:01,7.41,76,2,0,0,12.64,15.5472
530,01/14/20 02:55:01,6.9,78,3,0,0,12.64,15.5472
531,01/14/20 02:56:01,1.28,69,2,55,438.9438944,12.64,15.5472
532,01/14/20 03:00:01,1.28,73,2,15,118.8118812,12.64,15.5472
533,01/14/20 03:01:01,1.28,85,2,0,0,12.9,15.867
534,01/14/20 03:06:01,1.28,95,2,0,0,12.9,15.867
535,01/14/20 03:07:01,1.28,86,1,0,0,12.9,15.867
536,01/14/20 03:08:01,1.28,100,1,7,55.00550055,12.9,15.867
537,01/14/20 03:26:01,1.28,90,1,41,326.7326733,12.64,15.5472
538,01/14/20 03:49:01,1.28,90,1,60,478.5478548,12.64,15.5472
539,01/14/20 03:50:01,1.41,76,1,16,127.6127613,12.64,15.5472
540,01/14/20 03:51:01,1.66,82,1,0,0,12.64,15.5472
541,01/14/20 04:55:01,1.53,84,1,111,885.5885589,12.13,14.9199
542,01/14/20 04:56:01,1.53,95,0,101,806.3806381,12.13,14.9199
543,01/14/20 05:24:01,3.58,110,0,5,39.6039604,12.13,14.9199
544,01/14/20 05:40:01,1.66,92,2,44,350.9350935,12.13,14.9199
545,01/14/20 06:34:01,1.66,103,2,7,55.00550055,12.38,15.2274
546,01/14/20 06:35:01,4.86,97,1,0,0,12.38,15.2274
547,01/14/20 06:52:01,9.2,82,3,0,0,12.38,15.2274
548,01/14/20 06:55:01,8.69,84,2,0,0,12.38,15.2274
549,01/14/20 06:56:01,8.43,79,1,0,0,12.64,15.5472
550,01/14/20 07:22:01,8.18,82,1,0,0,12.64,15.5472
551,01/14/20 07:31:01,8.43,87,3,0,0,12.64,15.5472
552,01/14/20 07:32:01,8.43,89,1,0,0,12.64,15.5472
553,01/14/20 07:48:01,1.53,78,2,0,0,12.38,15.2274
554,01/14/20 07:49:01,1.53,78,1,0,0,12.38,15.2274
555,01/14/20 07:51:01,1.28,76,2,0,0,12.38,15.2274
556,01/14/20 07:52:01,1.41,74,1,0,0,12.38,15.2274
557,01/14/20 07:57:01,1.53,68,1,0,0,13.67,16.8141
558,01/14/20 07:58:01,1.53,71,1,0,0,13.67,16.8141
559,01/14/20 07:59:01,1.41,75,3,0,0,13.67,16.8141
560,01/14/20 08:00:01,1.66,69,1,28,223.3223322,13.67,16.8141
561,01/14/20 08:08:01,1.66,73,2,8,63.80638064,12.9,15.867
562,01/14/20 08:09:01,1.28,85,1,104,830.5830583,12.9,15.867
563,01/14/20 08:10:01,1.79,68,1,0,0,12.9,15.867
564,01/14/20 08:18:01,5.37,72,1,16,127.6127613,12.9,15.867
565,01/14/20 08:19:01,1.53,67,2,0,0,12.9,15.867
566,01/14/20 08:20:01,1.53,69,2,0,0,12.9,15.867
567,01/14/20 08:44:01,7.67,76,2,0,0,12.9,15.867
568,01/14/20 08:45:01,1.66,72,1,12,95.70957096,12.9,15.867
569,01/14/20 08:46:01,8.95,79,2,0,0,13.15,16.1745
570,01/14/20 08:47:01,1.66,66,3,0,0,13.15,16.1745
571,01/14/20 09:05:01,1.53,73,1,0,0,13.15,16.1745
572,01/14/20 09:06:01,1.53,71,3,0,0,13.15,16.1745
573,01/14/20 09:07:01,1.66,77,3,0,0,12.9,15.867
574,01/14/20 09:22:01,1.53,75,3,0,0,12.9,15.867
575,01/14/20 09:24:01,1.66,73,1,39,311.3311331,12.9,15.867
576,01/14/20 09:51:01,1.41,90,2,14,111.1111111,12.9,15.867
577,01/14/20 10:08:01,1.66,64,2,0,0,13.15,16.1745
578,01/14/20 10:09:01,1.66,64,2,0,0,13.15,16.1745
579,01/14/20 10:26:01,1.66,72,2,0,0,13.15,16.1745
580,01/14/20 10:28:01,1.66,72,2,0,0,13.15,16.1745
581,01/14/20 10:35:01,1.66,77,1,0,0,12.9,15.867
582,01/14/20 10:37:01,1.79,82,1,21,167.2167217,12.9,15.867
583,01/14/20 10:47:01,1.66,79,1,8,63.80638064,12.9,15.867
584,01/14/20 10:53:01,1.79,67,0,91,726.0726073,12.9,15.867
585,01/14/20 10:55:01,1.53,86,3,0,0,13.15,16.1745
586,01/14/20 10:56:01,1.66,83,1,0,0,13.15,16.1745
587,01/14/20 11:02:01,1.66,73,1,0,0,13.15,16.1745
588,01/14/20 11:04:01,1.66,76,1,0,0,13.15,16.1745
589,01/14/20 11:22:01,1.66,76,2,0,0,10.84,13.3332
590,01/14/20 11:24:01,1.53,78,1,6,47.30473047,10.84,13.3332
591,01/14/20 11:40:01,1.28,94,1,106,830.5830583,13.15,16.1745
592,01/14/20 11:41:01,1.28,84,1,103,871.2871287,13.15,16.1745
593,01/14/20 11:47:01,1.28,91,1,109,922.9922992,13.15,16.1745
594,01/14/20 11:48:01,1.28,78,1,110,941.6941694,13.15,16.1745
595,01/14/20 11:50:01,1.28,83,1,108,917.4917492,13.92,17.1216
596,01/14/20 12:25:01,1.28,78,1,108,891.0891089,13.92,17.1216
597,01/14/20 12:27:01,1.28,84,2,111,887.7887789,13.92,17.1216
598,01/14/20 13:33:01,1.28,84,2,109,914.1914191,13.92,17.1216
599,01/14/20 13:37:01,1.28,86,1,109,917.4917492,13.41,16.4943
600,01/14/20 13:40:01,1.28,85,1,104,760.1760176,13.41,16.4943
601,01/14/20 13:58:01,1.28,97,1,89,606.1606161,13.41,16.4943
602,01/14/20 14:00:01,1.28,78,2,0,0,13.41,16.4943
603,01/14/20 14:06:01,1.28,74,3,0,0,14.44,17.7612
604,01/14/20 00:36:02,1.28,71,2,0,0,14.44,17.7612
605,01/14/20 00:37:02,1.28,116,1,106,845.9845985,14.44,17.7612
606,01/14/20 00:38:02,1.28,87,1,10,79.20792079,14.44,17.7612
607,01/14/20 01:00:02,1.28,88,1,27,215.6215622,12.13,14.9199
608,01/14/20 01:09:02,1.28,88,1,21,167.2167217,12.13,14.9199
609,01/14/20 01:15:02,1.66,82,3,0,0,12.13,14.9199
610,01/14/20 01:24:02,3.32,79,1,0,0,12.13,14.9199
605,01/14/20 00:37:02,1.28,116,1,106,845.9845985,14.44,17.7612
606,01/14/20 00:38:02,1.28,87,1,10,79.20792079,14.44,17.7612
607,01/14/20 01:00:02,1.28,88,1,27,215.6215622,12.13,14.9199
608,01/14/20 01:09:02,1.28,88,1,21,167.2167217,12.13,14.9199
609,01/14/20 01:15:02,1.66,82,3,0,0,12.13,14.9199
610,01/14/20 01:24:02,3.32,79,1,0,0,12.13,14.9199
611,01/14/20 02:12:02,7.41,76,2,0,0,12.64,15.5472
612,01/14/20 02:14:02,6.9,78,3,0,0,12.64,15.5472
613,01/14/20 02:33:02,1.28,69,2,55,438.9438944,12.64,15.5472
614,01/14/20 02:34:02,1.28,73,2,15,118.8118812,12.64,15.5472
615,01/14/20 02:35:02,1.28,85,2,0,0,12.9,15.867
616,01/14/20 02:37:02,1.28,95,2,0,0,12.9,15.867
617,01/14/20 02:38:02,1.28,86,1,0,0,12.9,15.867
618,01/14/20 02:40:02,1.28,100,1,7,55.00550055,12.9,15.867
619,01/14/20 02:43:02,1.28,90,1,41,326.7326733,12.64,15.5472
620,01/14/20 02:45:02,1.28,90,1,60,478.5478548,12.64,15.5472
621,01/14/20 02:47:02,1.41,76,1,16,127.6127613,12.64,15.5472
622,01/14/20 02:48:02,1.66,82,1,0,0,12.64,15.5472
623,01/14/20 02:49:02,1.53,84,1,111,885.5885589,12.13,14.9199
624,01/14/20 02:51:02,1.53,95,0,101,806.3806381,12.13,14.9199
625,01/14/20 02:53:02,3.58,110,0,5,39.6039604,12.13,14.9199
626,01/14/20 02:54:02,1.66,92,2,44,350.9350935,12.13,14.9199
627,01/14/20 02:55:02,1.66,103,2,7,55.00550055,12.38,15.2274
628,01/14/20 02:56:02,4.86,97,1,0,0,12.38,15.2274
629,01/14/20 03:00:02,9.2,82,3,0,0,12.38,15.2274
630,01/14/20 03:01:02,8.69,84,2,0,0,12.38,15.2274
631,01/14/20 03:06:02,8.43,79,1,0,0,12.64,15.5472
632,01/14/20 03:07:02,8.18,82,1,0,0,12.64,15.5472
633,01/14/20 03:08:02,8.43,87,3,0,0,12.64,15.5472
634,01/14/20 03:26:02,8.43,89,1,0,0,12.64,15.5472
635,01/14/20 03:49:02,1.53,78,2,0,0,12.38,NaN
636,01/14/20 03:50:02,1.53,78,1,0,0,12.38,15.2274
637,01/14/20 03:51:02,1.28,76,2,0,0,12.38,15.2274
638,01/14/20 04:55:02,1.41,74,1,0,0,12.38,15.2274
639,01/14/20 04:56:02,1.53,68,1,0,0,13.67,16.8141
640,01/14/20 05:24:02,1.53,71,1,0,0,13.67,16.8141
641,01/14/20 05:40:02,1.41,75,3,0,0,13.67,16.8141
642,01/14/20 06:34:02,1.66,69,1,28,223.3223322,13.67,16.8141
643,01/14/20 06:35:02,1.66,73,2,8,63.80638064,12.9,15.867
644,01/14/20 06:52:02,1.28,85,1,104,830.5830583,12.9,15.867
645,01/14/20 06:55:02,1.79,68,1,0,0,12.9,15.867
646,01/14/20 06:56:02,5.37,72,1,16,127.6127613,12.9,15.867
647,01/14/20 07:22:02,1.53,67,2,0,0,12.9,15.867
648,01/14/20 07:31:02,1.53,69,2,0,0,12.9,15.867
649,01/14/20 07:32:02,7.67,76,2,0,0,12.9,15.867
650,01/14/20 07:48:02,1.66,72,1,12,95.70957096,12.9,15.867
651,01/14/20 07:49:02,8.95,79,2,0,0,13.15,16.1745
652,01/14/20 07:51:02,1.66,66,3,0,0,13.15,16.1745
653,01/14/20 07:52:02,1.53,73,1,0,0,13.15,16.1745
654,01/14/20 07:57:02,1.53,71,3,0,0,13.15,16.1745
655,01/14/20 07:58:02,1.66,77,3,0,0,12.9,15.867
656,01/14/20 07:59:02,1.53,75,3,0,0,12.9,15.867
657,01/14/20 08:00:02,1.66,73,1,39,311.3311331,12.9,15.867
658,01/14/20 08:08:02,1.41,90,2,14,111.1111111,12.9,15.867
659,01/14/20 08:09:02,1.66,64,2,0,0,13.15,16.1745
660,01/14/20 08:10:02,1.66,64,2,0,0,13.15,16.1745
661,01/14/20 08:18:02,1.66,72,2,0,0,13.15,16.1745
662,01/14/20 08:19:02,1.66,72,2,0,0,13.15,16.1745
663,01/14/20 08:20:02,1.66,77,1,0,0,12.9,15.867
664,01/14/20 08:44:02,1.79,82,1,21,167.2167217,12.9,15.867
665,01/14/20 08:45:02,1.66,79,1,8,63.80638064,12.9,15.867
666,01/14/20 08:46:02,1.79,67,0,91,726.0726073,12.9,15.867
667,01/14/20 08:47:02,1.53,86,3,0,0,13.15,16.1745
668,01/14/20 09:05:02,1.66,83,1,0,0,13.15,16.1745
669,01/14/20 09:06:02,1.66,73,1,0,0,13.15,16.1745
670,01/14/20 09:07:02,1.66,76,1,0,0,13.15,16.1745
671,01/14/20 09:22:02,1.66,76,2,0,0,10.84,13.3332
672,01/14/20 09:24:02,1.53,78,1,6,47.30473047,10.84,13.3332
